timestamp,src_ip,is_attacker,predicted_anomaly,risk_level
2025-12-12 03:16:50.190683,57.144.139.32,0,0,None
2025-12-12 03:16:50.190683,172.20.10.12,0,0,None
2025-12-12 03:16:50.190683,172.20.10.1,0,0,None
2025-12-12 03:16:50.190683,172.217.170.182,0,0,None
2025-12-12 03:16:50.190683,216.239.36.223,0,0,None
2025-12-12 03:17:05.153103,172.20.10.12,0,0,None
2025-12-12 03:17:05.153103,216.239.36.223,0,0,None
2025-12-12 03:17:05.153103,57.144.139.32,0,0,None
2025-12-12 03:17:05.153103,172.217.170.202,0,0,None
2025-12-12 03:17:08.294320,172.20.10.12,0,0,None
2025-12-12 03:17:08.294320,74.125.206.81,0,0,None
2025-12-12 03:17:11.270740,216.58.223.106,0,0,None
2025-12-12 03:17:11.270740,74.125.206.81,0,0,None
2025-12-12 03:17:11.270740,172.20.10.12,0,0,None
2025-12-12 03:17:11.270740,172.217.170.206,0,0,None
2025-12-12 03:17:14.031803,172.20.10.12,0,0,None
2025-12-12 03:17:14.031803,74.125.206.81,0,0,None
2025-12-12 03:17:14.031803,140.82.112.25,0,0,None
2025-12-12 03:17:17.049630,172.20.10.12,0,0,None
2025-12-12 03:17:17.049630,74.125.206.81,0,0,None
2025-12-12 03:17:19.785336,172.20.10.12,0,0,None
2025-12-12 03:17:22.605478,172.20.10.12,0,0,None
2025-12-12 03:17:22.605478,172.217.170.164,0,0,None
2025-12-12 03:17:22.605478,140.82.113.25,0,0,None
2025-12-12 03:17:22.605478,74.125.206.81,0,0,None
2025-12-12 03:17:25.289967,74.125.206.81,0,0,None
2025-12-12 03:17:25.289967,172.20.10.12,0,0,None
2025-12-12 03:17:25.289967,216.58.223.106,0,0,None
2025-12-12 03:17:25.289967,172.217.170.202,0,0,None
2025-12-12 03:17:28.422214,74.125.206.81,0,0,None
2025-12-12 03:17:28.422214,172.20.10.12,0,0,None
2025-12-12 03:17:28.422214,172.217.170.164,0,0,None
2025-12-12 03:17:28.422214,140.82.112.25,0,0,None
2025-12-12 03:17:31.734192,34.54.84.110,0,0,None
2025-12-12 03:17:31.734192,172.20.10.12,0,0,None
2025-12-12 03:17:31.734192,74.125.206.81,0,0,None
2025-12-12 03:17:37.383650,140.82.113.25,0,0,None
2025-12-12 03:17:37.383650,172.20.10.12,0,0,None
2025-12-12 03:17:37.383650,172.217.170.206,0,0,None
2025-12-12 03:17:40.041276,172.217.170.174,0,0,None
2025-12-12 03:17:40.041276,172.20.10.12,0,0,None
2025-12-12 03:17:40.041276,74.125.206.81,0,0,None
2025-12-12 03:17:40.041276,172.217.170.202,0,0,None
2025-12-12 03:17:40.041276,172.20.10.1,0,0,None
2025-12-12 03:17:40.041276,216.58.223.99,0,0,None
2025-12-12 03:17:40.041276,216.58.223.106,0,0,None
2025-12-12 03:17:42.689654,172.20.10.12,0,0,None
2025-12-12 03:17:42.689654,74.125.206.81,0,0,None
2025-12-12 03:17:45.403203,172.20.10.12,0,0,None
2025-12-12 03:17:45.403203,74.125.206.81,0,0,None
2025-12-12 03:17:45.403203,172.217.170.202,0,0,None
2025-12-12 03:17:48.103792,172.20.10.12,0,0,None
2025-12-12 03:17:48.103792,149.154.167.91,0,0,None
2025-12-12 03:17:50.907363,172.217.170.202,0,0,None
2025-12-12 03:17:50.907363,172.20.10.12,0,0,None
2025-12-12 03:17:50.907363,172.20.10.1,0,0,None
2025-12-12 03:17:50.907363,216.239.36.223,0,0,None
2025-12-12 03:17:53.872878,172.20.10.12,0,0,None
2025-12-12 03:17:53.872878,34.54.84.110,0,0,None
2025-12-12 03:17:53.872878,172.217.170.202,0,0,None
2025-12-12 03:17:53.872878,172.217.170.206,0,0,None
2025-12-12 03:17:53.872878,74.125.206.81,0,0,None
2025-12-12 03:17:53.872878,172.217.170.164,0,0,None
2025-12-12 03:17:56.578410,74.125.206.81,0,0,None
2025-12-12 03:17:56.578410,172.20.10.12,0,0,None
2025-12-12 03:18:02.017675,74.125.206.81,0,0,None
2025-12-12 03:18:02.017675,57.144.139.32,0,0,None
2025-12-12 03:18:02.017675,172.20.10.12,0,0,None
2025-12-12 03:18:02.017675,34.54.84.110,0,0,None
2025-12-12 03:18:02.017675,172.20.10.1,0,0,None
2025-12-12 03:18:02.017675,140.82.121.4,0,0,None
2025-12-12 03:18:02.017675,172.217.170.206,0,0,None
2025-12-12 03:18:05.020057,172.20.10.12,0,0,None
2025-12-12 03:18:05.020057,140.82.121.4,0,0,None
2025-12-12 03:18:05.020057,74.125.206.81,0,0,None
2025-12-12 03:18:07.918145,74.125.206.81,0,0,None
2025-12-12 03:18:07.918145,172.20.10.12,0,0,None
2025-12-12 03:18:10.939056,172.20.10.12,0,0,None
2025-12-12 03:18:10.939056,216.58.223.106,0,0,None
2025-12-12 03:18:13.770302,74.125.206.81,0,0,None
2025-12-12 03:18:13.770302,172.20.10.12,0,0,None
2025-12-12 03:18:16.530360,74.125.133.188,0,0,None
2025-12-12 03:18:16.530360,172.20.10.12,0,0,None
2025-12-12 03:18:16.530360,74.125.206.81,0,0,None
2025-12-12 03:18:16.530360,172.217.170.206,0,0,None
2025-12-12 03:18:21.958778,172.20.10.12,0,0,None
2025-12-12 03:18:21.958778,216.239.36.223,0,0,None
2025-12-12 03:18:21.958778,172.217.170.164,0,0,None
2025-12-12 03:18:25.080247,57.144.139.32,0,0,None
2025-12-12 03:18:25.080247,149.154.167.91,0,0,None
2025-12-12 03:18:25.080247,172.20.10.12,0,0,None
2025-12-12 03:18:25.080247,216.58.223.106,0,0,None
2025-12-12 03:18:28.193020,172.20.10.12,0,0,None
2025-12-12 03:18:28.193020,172.217.170.164,0,0,None
2025-12-12 03:18:31.036517,172.20.10.12,0,0,None
2025-12-12 03:18:31.036517,216.239.36.223,0,0,None
2025-12-12 03:18:31.036517,34.54.84.110,0,0,None
2025-12-12 03:18:31.036517,74.125.206.81,0,0,None
2025-12-12 03:18:37.352111,140.82.113.25,0,0,None
2025-12-12 03:18:37.352111,172.20.10.12,0,0,None
2025-12-12 03:18:40.655873,172.20.10.12,0,0,None
2025-12-12 03:18:40.655873,216.58.223.106,0,0,None
2025-12-12 03:18:46.049888,172.20.10.12,0,0,None
2025-12-12 03:18:46.049888,216.239.36.223,0,0,None
2025-12-12 03:18:46.049888,74.125.206.81,0,0,None
2025-12-12 03:18:49.182635,172.20.10.12,0,0,None
2025-12-12 03:18:49.182635,172.217.170.164,0,0,None
2025-12-12 03:18:49.182635,172.20.10.1,0,0,None
2025-12-12 03:18:49.182635,172.217.170.163,0,0,None
2025-12-12 03:18:49.182635,57.144.139.32,0,0,None
2025-12-12 03:18:52.085084,172.217.170.202,0,0,None
2025-12-12 03:18:52.085084,172.20.10.12,0,0,None
2025-12-12 03:18:52.085084,34.54.84.110,0,0,None
2025-12-12 03:18:52.085084,172.20.10.1,0,0,None
2025-12-12 03:18:55.013510,172.20.10.12,0,0,None
2025-12-12 03:18:55.013510,13.89.179.13,0,0,None
2025-12-12 03:18:55.013510,172.217.170.206,0,0,None
2025-12-12 03:18:55.013510,172.20.10.1,0,0,None
2025-12-12 03:18:57.739691,172.20.10.12,0,0,None
2025-12-12 03:18:57.739691,172.20.10.1,0,0,None
2025-12-12 03:18:57.739691,172.217.170.164,0,0,None
2025-12-12 03:19:00.868757,172.20.10.12,0,0,None
2025-12-12 03:19:00.868757,172.217.170.174,0,0,None
2025-12-12 03:19:00.868757,216.239.36.223,0,0,None
2025-12-12 03:19:00.868757,74.125.133.188,0,0,None
2025-12-12 03:19:00.868757,149.154.167.91,0,0,None
2025-12-12 03:19:00.868757,74.125.206.81,0,0,None
2025-12-12 03:19:00.868757,34.54.84.110,0,0,None
2025-12-12 03:19:03.782141,172.20.10.12,0,0,None
2025-12-12 03:19:03.782141,13.107.246.61,0,0,None
2025-12-12 03:19:03.782141,13.89.179.13,0,0,None
2025-12-12 03:19:06.743949,172.217.170.202,0,0,None
2025-12-12 03:19:06.743949,172.20.10.12,0,0,None
2025-12-12 03:19:09.457442,172.20.10.12,0,0,None
2025-12-12 03:19:09.457442,57.144.139.32,0,0,None
2025-12-12 03:19:09.457442,216.58.223.106,0,0,None
2025-12-12 03:19:12.352595,172.217.170.202,0,0,None
2025-12-12 03:19:12.352595,74.125.206.81,0,0,None
2025-12-12 03:19:12.352595,172.20.10.12,0,0,None
2025-12-12 03:19:15.215756,172.217.170.174,0,0,None
2025-12-12 03:19:15.215756,172.20.10.12,0,0,None
2025-12-12 03:19:15.215756,140.82.112.25,0,0,None
2025-12-12 03:19:15.215756,172.217.170.164,0,0,None
2025-12-12 03:19:15.215756,216.239.36.223,0,0,None
2025-12-12 03:19:17.951145,57.144.139.32,0,0,None
2025-12-12 03:19:17.951145,172.20.10.12,0,0,None
2025-12-12 03:19:17.951145,172.20.10.1,0,0,None
2025-12-12 03:19:21.133290,172.20.10.12,0,0,None
2025-12-12 03:19:21.133290,57.144.139.32,0,0,None
2025-12-12 03:19:23.800737,140.82.113.25,0,0,None
2025-12-12 03:19:26.717973,172.20.10.12,0,0,None
2025-12-12 03:19:26.717973,172.217.170.206,0,0,None
2025-12-12 03:19:26.717973,172.217.170.202,0,0,None
2025-12-12 03:19:29.450368,172.20.10.12,0,0,None
2025-12-12 03:19:29.450368,98.66.133.184,0,0,None
2025-12-12 03:19:29.450368,140.82.112.25,0,0,None
2025-12-12 03:19:29.450368,172.20.10.1,0,0,None
2025-12-12 03:19:29.450368,34.54.84.110,0,0,None
2025-12-12 03:19:29.450368,41.90.72.10,0,0,None
2025-12-12 03:19:32.351773,34.54.84.110,0,0,None
2025-12-12 03:19:32.351773,172.20.10.12,0,0,None
2025-12-12 03:19:32.351773,172.217.170.202,0,0,None
2025-12-12 03:19:37.654672,172.20.10.12,0,0,None
2025-12-12 03:19:37.654672,57.144.139.32,0,0,None
2025-12-12 03:19:37.654672,140.82.113.25,0,0,None
2025-12-12 03:19:40.352943,172.20.10.12,0,0,None
2025-12-12 03:19:40.352943,216.239.36.223,0,0,None
2025-12-12 03:19:40.352943,172.217.170.206,0,0,None
2025-12-12 03:19:43.257468,172.20.10.12,0,0,None
2025-12-12 03:19:43.257468,172.217.170.164,0,0,None
2025-12-12 03:19:46.450040,172.20.10.12,0,0,None
2025-12-12 03:19:46.450040,74.125.133.188,0,0,None
2025-12-12 03:19:46.450040,149.154.167.91,0,0,None
2025-12-12 03:19:54.983968,172.20.10.12,0,0,None
2025-12-12 03:19:54.983968,172.20.10.1,0,0,None
2025-12-12 03:19:54.983968,172.217.170.202,0,0,None
2025-12-12 03:19:54.983968,172.217.170.174,0,0,None
2025-12-12 03:19:54.983968,216.239.36.223,0,0,None
2025-12-12 03:19:54.983968,57.144.139.32,0,0,None
2025-12-12 03:19:58.098461,172.217.170.170,0,0,None
2025-12-12 03:19:58.098461,216.58.223.99,0,0,None
2025-12-12 03:19:58.098461,172.217.170.202,0,0,None
2025-12-12 03:19:58.098461,172.20.10.12,0,0,None
2025-12-12 03:19:58.098461,172.217.170.164,0,0,None
2025-12-12 03:20:01.459998,172.20.10.12,0,0,None
2025-12-12 03:20:01.459998,74.125.206.81,0,0,None
2025-12-12 03:20:01.459998,216.239.36.223,0,0,None
2025-12-12 03:20:01.459998,34.54.84.110,0,0,None
2025-12-12 03:20:04.554681,172.20.10.12,0,0,None
2025-12-12 03:20:04.554681,172.217.170.206,0,0,None
2025-12-12 03:20:07.408717,52.140.118.28,0,0,None
2025-12-12 03:20:07.408717,172.20.10.12,0,0,None
2025-12-12 03:20:12.446110,172.20.10.12,0,0,None
2025-12-12 03:20:12.446110,57.144.139.32,0,0,None
2025-12-12 03:20:12.446110,74.125.206.81,0,0,None
2025-12-12 03:20:12.446110,172.20.10.1,0,0,None
2025-12-12 03:20:12.446110,172.217.170.202,0,0,None
2025-12-12 03:20:16.178626,140.82.112.25,0,0,None
2025-12-12 03:20:16.178626,172.20.10.12,0,0,None
2025-12-12 03:20:16.178626,216.239.36.223,0,0,None
2025-12-12 03:20:16.178626,20.42.73.25,0,0,None
2025-12-12 03:20:16.178626,74.125.206.81,0,0,None
2025-12-12 03:20:16.178626,172.217.170.206,0,0,None
2025-12-12 03:20:22.669632,172.20.10.12,0,0,None
2025-12-12 03:20:22.669632,172.20.10.1,0,0,None
2025-12-12 03:20:22.669632,216.239.36.223,0,0,None
2025-12-12 03:20:22.669632,140.82.112.21,0,0,None
2025-12-12 03:20:22.669632,140.82.113.25,0,0,None
2025-12-12 03:20:22.669632,172.217.170.163,0,0,None
2025-12-12 03:20:25.567335,74.125.206.81,0,0,None
2025-12-12 03:20:25.567335,172.20.10.12,0,0,None
2025-12-12 03:20:28.503242,172.20.10.12,0,0,None
2025-12-12 03:20:28.503242,172.217.170.164,0,0,None
2025-12-12 03:20:28.503242,74.125.206.81,0,0,None
2025-12-12 03:20:28.503242,172.217.170.202,0,0,None
2025-12-12 03:20:28.503242,140.82.112.25,0,0,None
2025-12-12 03:20:28.503242,172.20.10.1,0,0,None
2025-12-12 03:20:31.139570,172.217.170.206,0,0,None
2025-12-12 03:20:31.139570,34.54.84.110,0,0,None
2025-12-12 03:20:31.139570,140.82.121.5,0,0,None
2025-12-12 03:20:31.139570,172.20.10.12,0,0,None
2025-12-12 03:20:31.139570,41.90.72.10,0,0,None
2025-12-12 03:20:31.139570,149.154.167.91,0,0,None
2025-12-12 03:20:31.139570,74.125.133.188,0,0,None
2025-12-12 03:20:31.139570,74.125.206.81,0,0,None
2025-12-12 03:20:34.292958,172.20.10.12,0,0,None
2025-12-12 03:20:34.292958,140.82.121.5,0,0,None
2025-12-12 03:20:34.292958,41.90.72.10,0,0,None
2025-12-12 03:20:37.315132,172.20.10.12,0,0,None
2025-12-12 03:20:37.315132,216.239.36.223,0,0,None
2025-12-12 03:20:37.315132,57.144.139.32,0,0,None
2025-12-12 03:20:37.315132,140.82.113.25,0,0,None
2025-12-12 03:20:37.315132,172.217.170.202,0,0,None
2025-12-12 03:20:40.106275,172.20.10.12,0,0,None
2025-12-12 03:20:40.106275,41.90.72.10,0,0,None
2025-12-12 03:20:40.106275,172.20.10.1,0,0,None
2025-12-12 03:20:40.106275,172.217.170.174,0,0,None
2025-12-12 03:20:42.794377,172.20.10.12,0,0,None
2025-12-12 03:20:45.543780,172.217.170.193,0,0,None
2025-12-12 03:20:45.543780,74.125.206.81,0,0,None
2025-12-12 03:20:45.543780,172.20.10.12,0,0,None
2025-12-12 03:20:48.629238,172.20.10.12,0,0,None
2025-12-12 03:20:48.629238,172.20.10.1,0,0,None
2025-12-12 03:20:48.629238,172.217.170.163,0,0,None
2025-12-12 03:20:51.352493,172.20.10.12,0,0,None
2025-12-12 03:20:51.352493,216.239.36.223,0,0,None
2025-12-12 03:20:54.382059,172.20.10.12,0,0,None
2025-12-12 03:20:54.382059,34.54.84.110,0,0,None
2025-12-12 03:20:54.382059,57.144.139.32,0,0,None
2025-12-12 03:20:57.166388,172.20.10.12,0,0,None
2025-12-12 03:20:57.166388,172.217.170.206,0,0,None
2025-12-12 03:20:57.166388,216.239.36.223,0,0,None
2025-12-12 03:20:57.166388,172.217.170.202,0,0,None
2025-12-12 03:20:57.166388,172.217.170.164,0,0,None
2025-12-12 03:20:57.166388,20.42.73.25,0,0,None
2025-12-12 03:20:59.862026,20.42.73.25,0,0,None
2025-12-12 03:20:59.862026,172.20.10.12,0,0,None
2025-12-12 03:20:59.862026,74.125.206.81,0,0,None
2025-12-12 03:20:59.862026,172.217.170.202,0,0,None
2025-12-12 03:21:02.670556,172.20.10.12,0,0,None
2025-12-12 03:21:02.670556,34.54.84.110,0,0,None
2025-12-12 03:21:02.670556,74.125.206.81,0,0,None
2025-12-12 03:21:05.292609,172.20.10.12,0,0,None
2025-12-12 03:21:05.292609,20.42.73.25,0,0,None
2025-12-12 03:42:42.926774,172.20.10.12,0,0,None
2025-12-12 03:42:42.926774,74.125.206.81,0,0,None
2025-12-12 03:42:42.926774,172.217.170.206,0,0,None
2025-12-12 03:42:55.245277,172.20.10.12,0,0,None
2025-12-12 03:42:55.245277,57.144.139.32,0,0,None
2025-12-12 03:42:55.245277,74.125.206.81,0,0,None
2025-12-12 03:42:55.245277,172.217.170.202,0,0,None
2025-12-12 03:42:55.245277,41.90.72.18,0,0,None
2025-12-12 03:42:55.245277,172.217.170.170,0,0,None
2025-12-12 03:42:55.245277,216.239.32.223,0,0,None
2025-12-12 03:42:55.245277,172.217.170.193,0,0,None
2025-12-12 03:42:58.534170,172.20.10.12,0,0,None
2025-12-12 03:42:58.534170,172.217.170.206,0,0,None
2025-12-12 03:42:58.534170,74.125.206.81,0,0,None
2025-12-12 03:42:58.534170,172.217.170.164,0,0,None
2025-12-12 03:42:58.534170,149.154.167.91,0,0,None
2025-12-12 03:43:01.296148,172.20.10.12,0,0,None
2025-12-12 03:43:01.296148,74.125.206.81,0,0,None
2025-12-12 03:43:01.296148,34.54.84.110,0,0,None
2025-12-12 03:45:54.497335,74.125.206.81,0,0,None
2025-12-12 03:45:54.497335,172.20.10.12,0,0,None
2025-12-12 03:45:54.497335,216.239.32.223,0,0,None
2025-12-12 03:45:57.194191,172.20.10.12,0,0,None
2025-12-12 03:45:57.194191,172.20.10.1,0,0,None
2025-12-12 03:45:57.194191,140.82.121.6,0,0,None
2025-12-12 03:45:57.194191,74.125.206.81,0,0,None
2025-12-12 03:45:57.194191,172.217.170.164,0,0,None
2025-12-12 03:45:59.585885,74.125.206.81,0,0,None
2025-12-12 03:45:59.585885,172.20.10.12,0,0,None
2025-12-12 03:45:59.585885,172.217.170.206,0,0,None
2025-12-12 03:46:03.623528,172.20.10.12,0,0,None
2025-12-12 03:46:03.623528,216.239.32.223,0,0,None
2025-12-12 03:46:03.623528,74.125.206.81,0,0,None
2025-12-12 03:46:03.623528,34.54.84.110,0,0,None
2025-12-12 03:46:03.623528,140.82.121.6,0,0,None
2025-12-12 03:46:06.068975,172.20.10.12,0,0,None
2025-12-12 03:46:06.068975,140.82.121.6,0,0,None
2025-12-12 03:46:08.369491,172.217.170.170,0,0,None
2025-12-12 03:46:08.369491,172.20.10.12,0,0,None
2025-12-12 03:46:08.369491,172.217.170.202,0,0,None
2025-12-12 03:46:08.369491,172.217.170.163,0,0,None
2025-12-12 03:46:08.369491,74.125.206.81,0,0,None
2025-12-12 03:46:11.051493,34.54.84.110,0,0,None
2025-12-12 03:46:11.051493,74.125.206.81,0,0,None
2025-12-12 03:46:13.594588,172.217.170.202,0,0,None
2025-12-12 03:46:13.594588,172.20.10.12,0,0,None
2025-12-12 03:46:13.594588,57.144.139.32,0,0,None
2025-12-12 03:46:13.594588,74.125.206.81,0,0,None
2025-12-12 03:46:16.201842,172.20.10.12,0,0,None
2025-12-12 03:46:16.201842,74.125.206.81,0,0,None
2025-12-12 03:46:16.201842,172.217.170.206,0,0,None
2025-12-12 03:46:16.201842,74.125.133.188,0,0,None
2025-12-12 03:46:16.201842,216.239.32.223,0,0,None
2025-12-12 03:46:18.911756,216.239.32.223,0,0,None
2025-12-12 03:46:18.911756,172.20.10.12,0,0,None
2025-12-12 03:46:18.911756,74.125.206.81,0,0,None
2025-12-12 03:46:18.911756,172.217.170.206,0,0,None
2025-12-12 03:46:18.911756,140.82.112.25,0,0,None
2025-12-12 03:46:21.690263,74.125.206.81,0,0,None
2025-12-12 03:46:21.690263,172.20.10.12,0,0,None
2025-12-12 03:46:21.690263,172.217.170.170,0,0,None
2025-12-12 03:46:21.690263,216.239.32.223,0,0,None
2025-12-12 03:46:24.290276,216.239.32.223,0,0,None
2025-12-12 03:46:24.290276,74.125.206.81,0,0,None
2025-12-12 03:46:24.290276,172.20.10.12,0,0,None
2025-12-12 03:46:26.783415,74.125.206.81,0,0,None
2025-12-12 03:46:26.783415,172.20.10.12,0,0,None
2025-12-12 03:48:52.031322,172.217.170.206,0,0,None
2025-12-12 03:48:52.031322,172.20.10.12,0,0,None
2025-12-12 03:48:52.031322,74.125.206.81,0,0,None
2025-12-12 03:48:52.031322,172.217.170.202,0,0,None
2025-12-12 03:48:54.420957,172.20.10.12,0,0,None
2025-12-12 03:48:54.420957,74.125.206.81,0,0,None
2025-12-12 03:48:54.420957,57.144.139.32,0,0,None
2025-12-12 03:48:54.420957,172.217.170.164,0,0,None
2025-12-12 03:48:56.836689,74.125.206.81,0,0,None
2025-12-12 03:48:56.836689,172.20.10.12,0,0,None
2025-12-12 03:48:56.836689,172.20.10.1,0,0,None
2025-12-12 03:48:59.240887,172.20.10.12,0,0,None
2025-12-12 03:48:59.240887,172.20.10.1,0,0,None
2025-12-12 03:48:59.240887,172.217.170.164,0,0,None
2025-12-12 03:48:59.240887,13.107.246.61,0,0,None
2025-12-12 03:48:59.240887,216.239.32.223,0,0,None
2025-12-12 03:49:01.994627,172.20.10.12,0,0,None
2025-12-12 03:49:01.994627,74.125.206.81,0,0,None
2025-12-12 03:49:01.994627,34.54.84.110,0,0,None
2025-12-12 03:49:01.994627,172.217.170.206,0,0,None
2025-12-12 03:49:04.524216,172.20.10.12,0,0,None
2025-12-12 03:49:04.524216,74.125.206.81,0,0,None
2025-12-12 03:49:04.524216,172.217.170.170,0,0,None
2025-12-12 03:49:04.524216,34.54.84.110,0,0,None
2025-12-12 03:49:06.996874,74.125.206.81,0,0,None
2025-12-12 03:49:06.996874,172.20.10.12,0,0,None
2025-12-12 03:49:06.996874,192.168.1.127,1,0,None
2025-12-12 03:49:06.996874,34.54.84.110,0,0,None
2025-12-12 03:49:06.996874,172.217.170.202,0,0,None
2025-12-12 03:49:06.996874,192.168.1.49,1,0,None
2025-12-12 03:49:06.996874,192.168.1.18,1,0,None
2025-12-12 03:49:06.996874,192.168.1.43,1,0,None
2025-12-12 03:49:06.996874,192.168.1.186,1,0,None
2025-12-12 03:49:06.996874,192.168.1.14,1,0,None
2025-12-12 03:49:06.996874,192.168.1.71,1,0,None
2025-12-12 03:49:06.996874,192.168.1.190,1,0,None
2025-12-12 03:49:06.996874,192.168.1.112,1,0,None
2025-12-12 03:49:06.996874,192.168.1.197,1,0,None
2025-12-12 03:49:06.996874,192.168.1.28,1,0,None
2025-12-12 03:49:06.996874,192.168.1.149,1,0,None
2025-12-12 03:49:06.996874,192.168.1.83,1,0,None
2025-12-12 03:49:06.996874,192.168.1.6,1,0,None
2025-12-12 03:49:06.996874,192.168.1.125,1,0,None
2025-12-12 03:49:06.996874,192.168.1.76,1,0,None
2025-12-12 03:49:06.996874,192.168.1.16,1,0,None
2025-12-12 03:49:06.996874,192.168.1.178,1,0,None
2025-12-12 03:49:06.996874,192.168.1.208,1,0,None
2025-12-12 03:49:06.996874,192.168.1.40,1,0,None
2025-12-12 03:49:06.996874,192.168.1.29,1,0,None
2025-12-12 03:49:06.996874,192.168.1.75,1,0,None
2025-12-12 03:49:06.996874,192.168.1.116,1,0,None
2025-12-12 03:49:06.996874,192.168.1.172,1,0,None
2025-12-12 03:49:06.996874,192.168.1.137,1,0,None
2025-12-12 03:49:06.996874,192.168.1.198,1,0,None
2025-12-12 03:49:06.996874,192.168.1.93,1,0,None
2025-12-12 03:49:06.996874,192.168.1.94,1,0,None
2025-12-12 03:49:06.996874,192.168.1.164,1,0,None
2025-12-12 03:49:06.996874,192.168.1.115,1,0,None
2025-12-12 03:49:06.996874,192.168.1.251,1,0,None
2025-12-12 03:49:06.996874,192.168.1.65,1,0,None
2025-12-12 03:49:06.996874,192.168.1.177,1,0,None
2025-12-12 03:49:06.996874,192.168.1.215,1,0,None
2025-12-12 03:49:09.373894,192.168.1.86,1,0,None
2025-12-12 03:49:09.373894,192.168.1.53,1,0,None
2025-12-12 03:49:09.373894,192.168.1.246,1,0,None
2025-12-12 03:49:09.373894,192.168.1.138,1,0,None
2025-12-12 03:49:09.373894,192.168.1.2,1,0,None
2025-12-12 03:49:09.373894,192.168.1.76,1,0,None
2025-12-12 03:49:09.373894,192.168.1.99,1,0,None
2025-12-12 03:49:09.373894,192.168.1.52,1,0,None
2025-12-12 03:49:09.373894,192.168.1.240,1,0,None
2025-12-12 03:49:09.373894,192.168.1.115,1,0,None
2025-12-12 03:49:09.373894,192.168.1.155,1,0,None
